"COUNTRY","Country","SEX","Sex","AGE","Age","EMPSTAT","Employment status","TENURE","Job tenure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2004","2004","YR","Years","0","Units",,,0.558782935142517,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2005","2005","YR","Years","0","Units",,,0.688970148563385,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2006","2006","YR","Years","0","Units",,,0.696097373962402,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2007","2007","YR","Years","0","Units",,,0.692468047142028,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2008","2008","YR","Years","0","Units",,,0.699736714363098,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2009","2009","YR","Years","0","Units",,,0.702580213546752,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2010","2010","YR","Years","0","Units",,,0.695709705352783,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2011","2011","YR","Years","0","Units",,,0.693461298942565,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2012","2012","YR","Years","0","Units",,,0.687698006629943,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2013","2013","YR","Years","0","Units",,,0.699276387691497,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2014","2014","YR","Years","0","Units",,,0.701961159706115,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2015","2015","YR","Years","0","Units",,,0.696932017803192,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2000","2000","YR","Years","0","Units",,,1.66394519805908,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2001","2001","YR","Years","0","Units",,,1.60005247592926,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2002","2002","YR","Years","0","Units",,,1.59669935703277,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2003","2003","YR","Years","0","Units",,,1.67226302623748,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2004","2004","YR","Years","0","Units",,,1.54135537147521,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2005","2005","YR","Years","0","Units",,,1.59206235408782,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2006","2006","YR","Years","0","Units",,,1.59501791000366,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2007","2007","YR","Years","0","Units",,,1.5709878206253,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2008","2008","YR","Years","0","Units",,,1.58025407791137,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2009","2009","YR","Years","0","Units",,,1.59045147895812,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2010","2010","YR","Years","0","Units",,,1.59792649745941,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2011","2011","YR","Years","0","Units",,,1.58017992973327,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2012","2012","YR","Years","0","Units",,,1.5783063173294,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2013","2013","YR","Years","0","Units",,,1.57130575180053,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2014","2014","YR","Years","0","Units",,,1.58274698257446,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","1YTO3Y","1 to <3 years","A","Annual","2015","2015","YR","Years","0","Units",,,1.57716858386993,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2000","2000","YR","Years","0","Units",,,3.1501190662384,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2001","2001","YR","Years","0","Units",,,3.14456558227539,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2002","2002","YR","Years","0","Units",,,3.1550862789154,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2003","2003","YR","Years","0","Units",,,3.14407587051391,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2004","2004","YR","Years","0","Units",,,3.15311908721923,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2005","2005","YR","Years","0","Units",,,3.1609296798706,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2006","2006","YR","Years","0","Units",,,3.16332840919494,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2007","2007","YR","Years","0","Units",,,3.15756154060363,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2008","2008","YR","Years","0","Units",,,3.16890883445739,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2009","2009","YR","Years","0","Units",,,3.14859271049499,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2010","2010","YR","Years","0","Units",,,3.13484168052673,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2011","2011","YR","Years","0","Units",,,3.17663097381591,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2012","2012","YR","Years","0","Units",,,3.18057680130004,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2013","2013","YR","Years","0","Units",,,3.19197797775268,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2014","2014","YR","Years","0","Units",,,3.16594529151916,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","3YTO5Y","3 to <5 years","A","Annual","2015","2015","YR","Years","0","Units",,,3.16719317436218,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2000","2000","YR","Years","0","Units",,,5.14139509201049,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2001","2001","YR","Years","0","Units",,,5.19824314117431,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2002","2002","YR","Years","0","Units",,,5.07197904586791,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2003","2003","YR","Years","0","Units",,,5.16763544082641,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2004","2004","YR","Years","0","Units",,,5.25737428665161,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2005","2005","YR","Years","0","Units",,,5.13477993011474,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2006","2006","YR","Years","0","Units",,,5.22233390808105,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2007","2007","YR","Years","0","Units",,,5.35409259796142,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2008","2008","YR","Years","0","Units",,,5.35538148880004,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2009","2009","YR","Years","0","Units",,,5.22017288208007,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2010","2010","YR","Years","0","Units",,,5.29957294464111,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2011","2011","YR","Years","0","Units",,,5.3410997390747,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2012","2012","YR","Years","0","Units",,,5.30571269989013,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2013","2013","YR","Years","0","Units",,,5.19550848007202,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2014","2014","YR","Years","0","Units",,,5.31309461593627,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","5YTO10Y","5 to <10 years","A","Annual","2015","2015","YR","Years","0","Units",,,5.13238191604614,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2000","2000","YR","Years","0","Units",,,1.41970133781433,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2001","2001","YR","Years","0","Units",,,1.36673688888549,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2002","2002","YR","Years","0","Units",,,1.411878824234,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2003","2003","YR","Years","0","Units",,,1.4731433391571,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2004","2004","YR","Years","0","Units",,,1.41993474960327,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2005","2005","YR","Years","0","Units",,,1.29764795303344,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2006","2006","YR","Years","0","Units",,,1.26907157897949,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2007","2007","YR","Years","0","Units",,,1.19632518291473,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2008","2008","YR","Years","0","Units",,,1.20094239711761,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2009","2009","YR","Years","0","Units",,,1.21822154521942,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2010","2010","YR","Years","0","Units",,,1.22632813453674,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2011","2011","YR","Years","0","Units",,,1.16312444210052,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2012","2012","YR","Years","0","Units",,,1.16515696048736,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2013","2013","YR","Years","0","Units",,,1.16200613975524,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2014","2014","YR","Years","0","Units",,,1.17860317230224,,
"DEU","Germany","MW","All persons","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2015","2015","YR","Years","0","Units",,,1.15385901927947,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2000","2000","YR","Years","0","Units",,,0.042022455483675,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2001","2001","YR","Years","0","Units",,,0.0356561094522476,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2002","2002","YR","Years","0","Units",,,0.0225405693054199,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2003","2003","YR","Years","0","Units",,,0.0543372854590415,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2004","2004","YR","Years","0","Units",,,0.0343162640929222,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2005","2005","YR","Years","0","Units",,,0.0466298200190067,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2006","2006","YR","Years","0","Units",,,0.0443608202040195,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2007","2007","YR","Years","0","Units",,,0.0437471866607666,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2008","2008","YR","Years","0","Units",,,0.0437293276190757,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2009","2009","YR","Years","0","Units",,,0.0447170473635196,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2010","2010","YR","Years","0","Units",,,0.0426045916974544,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2011","2011","YR","Years","0","Units",,,0.0442354381084442,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2012","2012","YR","Years","0","Units",,,0.0420087948441505,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2013","2013","YR","Years","0","Units",,,0.0421120300889015,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2014","2014","YR","Years","0","Units",,,0.044593334197998,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2015","2015","YR","Years","0","Units",,,0.0428132563829422,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2000","2000","YR","Years","0","Units",,,0.274946898221969,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2001","2001","YR","Years","0","Units",,,0.2760891020298,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2002","2002","YR","Years","0","Units",,,0.27486366033554,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2003","2003","YR","Years","0","Units",,,0.277402579784393,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2004","2004","YR","Years","0","Units",,,0.334935367107391,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2005","2005","YR","Years","0","Units",,,0.282718986272811,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2006","2006","YR","Years","0","Units",,,0.284400105476379,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2007","2007","YR","Years","0","Units",,,0.277641981840133,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2008","2008","YR","Years","0","Units",,,0.287621766328811,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2009","2009","YR","Years","0","Units",,,0.285758882761001,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2010","2010","YR","Years","0","Units",,,0.284041911363601,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2011","2011","YR","Years","0","Units",,,0.277170538902282,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2012","2012","YR","Years","0","Units",,,0.279424011707305,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2013","2013","YR","Years","0","Units",,,0.283286273479461,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2014","2014","YR","Years","0","Units",,,0.287905126810073,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2015","2015","YR","Years","0","Units",,,0.284361183643341,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2000","2000","YR","Years","0","Units",,,0.698418021202087,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2001","2001","YR","Years","0","Units",,,0.630042612552642,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2002","2002","YR","Years","0","Units",,,0.628075003623962,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2003","2003","YR","Years","0","Units",,,0.699787974357604,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2004","2004","YR","Years","0","Units",,,0.559750437736511,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2005","2005","YR","Years","0","Units",,,0.689113497734069,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2006","2006","YR","Years","0","Units",,,0.69620281457901,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2007","2007","YR","Years","0","Units",,,0.692142605781555,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2008","2008","YR","Years","0","Units",,,0.699867725372314,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2009","2009","YR","Years","0","Units",,,0.702496349811553,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2010","2010","YR","Years","0","Units",,,0.695577979087829,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2011","2011","YR","Years","0","Units",,,0.693195044994354,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2012","2012","YR","Years","0","Units",,,0.687936425209045,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2013","2013","YR","Years","0","Units",,,0.699236154556274,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2014","2014","YR","Years","0","Units",,,0.702468693256378,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2015","2015","YR","Years","0","Units",,,0.696761965751647,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2000","2000","YR","Years","0","Units",,,1.6638650894165,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2001","2001","YR","Years","0","Units",,,1.59901440143585,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2002","2002","YR","Years","0","Units",,,1.59809565544128,,
"DEU","Germany","MW","All persons","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2003","2003","YR","Years","0","Units",,,1.67189145088195,,
